HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)	UniProt ID(supplied by UniProt)	Ensembl ID(supplied by Ensembl)
HGNC:29040	SZT2	C1orf84, KIAA0467	FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A	23334	NM_015284	Q5T011	ENSG00000198198
HGNC:41225	SZT2-AS1			100873952	NR_046744		ENSG00000229372
HGNC:17734	TAAR1	TRAR1	TAR1, TA1	134864	NM_138327	Q96RJ0	ENSG00000146399
HGNC:4514	TAAR2	GPR58		9287	NM_001033080	Q9P1P5	ENSG00000146378
HGNC:4513	TAAR3P	GPR57, TAAR3		9288	NR_028511	Q9P1P4	ENSG00000179073
HGNC:31924	TAAR4P			503612	NG_004855		ENSG00000237449
HGNC:30236	TAAR5		PNR	9038	NM_003967	O14804	ENSG00000135569
HGNC:20978	TAAR6	TRAR4	TA4	319100	NM_175067	Q96RI8	ENSG00000146383
HGNC:31925	TAAR7P			503611	NG_004854		ENSG00000235998
HGNC:14964	TAAR8	GPR102, TRAR5	TA5, TAR5	83551	NM_053278	Q969N4	ENSG00000146385
HGNC:20977	TAAR9	TRAR3	TA3, TAR3	134860	NM_175057	Q96RI9	ENSG00000237110
HGNC:18157	TAB1	MAP3K7IP1		10454	NM_006116	Q15750	ENSG00000100324
HGNC:17075	TAB2	MAP3K7IP2	KIAA0733	23118	NM_001292034	Q9NYJ8	ENSG00000055208
HGNC:53508	TAB2-AS1			105378049	NR_149096		ENSG00000225924
HGNC:30681	TAB3	MAP3K7IP3		257397	NM_152787	Q8N5C8	ENSG00000157625
HGNC:20176	TAB3-AS1	CXorf29	OTTHUMG00000021331	727682	NR_145449		ENSG00000231542
HGNC:40013	TAB3-AS2			100873926			ENSG00000235512
HGNC:37723	TAB3P1			643199	NG_005581		ENSG00000235462
HGNC:11517	TAC1	TAC2, NKNA	NPK	6863	NM_003182	P20366	ENSG00000006128
HGNC:11521	TAC3	NKNB	ZNEUROK1, NKB	6866	NM_001178054	Q9UHF0	ENSG00000166863
HGNC:16641	TAC4		HK-1, Pptc, PPT-C	255061	NM_001077503	Q86UU9	ENSG00000176358
HGNC:11522	TACC1			6867	NM_001122824	O75410	ENSG00000147526
HGNC:44974	TACC1P1			219752	NG_022170		ENSG00000224920
HGNC:11523	TACC2		AZU-1	10579	NM_001291876	O95359	ENSG00000138162
HGNC:11524	TACC3		ERIC1	10460	NM_006342	Q9Y6A5	ENSG00000013810
HGNC:24316	TACO1	CCDC44		51204	NM_016360	Q9BSH4	ENSG00000136463
HGNC:11526	TACR1	TAC1R	SPR, NK1R, NKIR	6869	NM_001058	P25103	ENSG00000115353
HGNC:11527	TACR2	TAC2R, NKNAR	SKR, NK2R	6865	NM_001057	P21452	ENSG00000075073
HGNC:11528	TACR3		NK3R, NKR, TAC3R, NK3	6870	NM_001059	P29371	ENSG00000169836
HGNC:11530	TACSTD2	M1S1	TROP2, GA733-1, EGP-1	4070	NM_002353	P09758	ENSG00000184292
HGNC:30631	TADA1	TADA1L	STAF42, ADA1, hADA1, HFI1	117143	NM_053053	Q96BN2	ENSG00000152382
HGNC:11531	TADA2A	TADA2L	ADA2, hADA2, ADA2A	6871	NM_001166105	O75478	ENSG00000276234
HGNC:30781	TADA2B		MGC21874	93624	NM_152293	Q86TJ2	ENSG00000173011
HGNC:19422	TADA3	TADA3L	FLJ20221, FLJ21329, ADA3, hADA3, NGG1	10474	NM_001278270	O75528	ENSG00000171148
HGNC:11535	TAF1	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1	6872	NM_001286074	P21675	ENSG00000147133
HGNC:11532	TAF1A		TAFI48, SL1	9015	NM_001201536	Q15573	ENSG00000143498
HGNC:40573	TAF1A-AS1			100506161	NR_110613		ENSG00000225265
HGNC:11533	TAF1B		TAFI63, SL1, RAF1B, RAFI63	9014	NM_001318976	Q53T94	ENSG00000115750
HGNC:11534	TAF1C		TAFI110, TAFI95, SL1, MGC:39976	9013	NM_001243156	Q15572	ENSG00000103168
HGNC:28759	TAF1D	JOSD3	MGC5306, TAF(I)41	79101	NM_024116	Q9H5J8	ENSG00000166012
HGNC:18056	TAF1L			138474	NM_153809	Q8IZX4	ENSG00000122728
HGNC:11536	TAF2	TAF2B	TAFII150, CIF150	6873	NM_003184	Q6P1X5	ENSG00000064313
HGNC:17303	TAF3		TAF140, TAFII140	83860	NM_031923	Q5VWG9	ENSG00000165632
HGNC:11537	TAF4	TAF4A, TAF2C1, TAF2C	TAFII130, TAFII135	6874	NM_003185	O00268	ENSG00000130699
HGNC:11538	TAF4B	TAF2C2	TAFII105	6875	NM_001293725	Q92750	ENSG00000141384
HGNC:11539	TAF5	TAF2D	TAFII100	6877	NM_006951	Q15542	ENSG00000148835
HGNC:17304	TAF5L		PAF65B	27097	NM_001025247	O75529	ENSG00000135801
HGNC:24115	TAF5LP1	TAF5LP	HsT33855	645744	NG_022466		
HGNC:11540	TAF6	TAF2E	TAFII70, TAFII80, MGC:8964, TAFII85	6878	NM_001190415	P49848	ENSG00000106290
HGNC:17305	TAF6L		PAF65A	10629	NM_006473	Q9Y6J9	ENSG00000162227
HGNC:11541	TAF7	TAF2F	TAFII55	6879	NM_005642	Q15545	ENSG00000178913
HGNC:11548	TAF7L	TAF2Q	CT40	54457	NM_001168474	Q5H9L4	ENSG00000102387
HGNC:17300	TAF8	TBN	FLJ32821, TAF(II)43	129685	NM_138572	Q7Z7C8	ENSG00000137413
HGNC:11542	TAF9	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004	6880	NM_001015892	Q16594	ENSG00000273841
HGNC:17306	TAF9B	TAF9L	TAFII31L, DN-7, DN7, TFIID-31	51616	NM_015975	Q9HBM6	ENSG00000187325
HGNC:30687	TAF9BP1			246135	NG_001574		ENSG00000213871
HGNC:38836	TAF9BP2			100130319	NG_028760		ENSG00000215760
HGNC:31743	TAF9P1			360002	NG_004636		ENSG00000226353
HGNC:31744	TAF9P2			360003	NG_004636		ENSG00000229302
HGNC:30678	TAF9P3		TAF2GL	163088	NG_001012		ENSG00000267692
HGNC:11543	TAF10	TAF2H, TAF2A	TAFII30	6881	NM_006284	Q12962	ENSG00000166337
HGNC:11544	TAF11	TAF2I	TAFII28	6882	NM_001270488	Q15544	ENSG00000064995
HGNC:11545	TAF12	TAF2J	TAFII20	6883	NM_001135218	Q16514	ENSG00000120656
HGNC:11546	TAF13	TAF2K	TAFII18	6884	NM_005645	Q15543	ENSG00000197780
HGNC:18699	TAF13P1	TAF13P		246112	NG_001573		
HGNC:38161	TAF13P2			100462886	NG_021566		ENSG00000225658
HGNC:11547	TAF15	TAF2N	hTAFII68, RBP56, Npl3	8148	NM_003487	Q92804	ENSG00000270647
HGNC:15669	TAGAP		FLJ32631, IDDM21, ARHGAP47	117289	NM_001278733	Q8N103	ENSG00000164691
HGNC:11553	TAGLN		SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128	6876	NM_001001522	Q01995	ENSG00000149591
HGNC:11554	TAGLN2		KIAA0120, HA1756	8407	NM_001277223	P37802	ENSG00000158710
HGNC:21739	TAGLN2P1			100418887	NG_026067		ENSG00000253676
HGNC:31039	TAGLN2P2			642319	NG_022383		
HGNC:29868	TAGLN3		NP25, NP22	29114	NM_001008272	Q9UI15	ENSG00000144834
HGNC:11556	TAL1	TCL5	SCL, bHLHa17	6886	NM_001287347	P17542	ENSG00000162367
HGNC:11557	TAL2		bHLHa19	6887	NM_005421	Q16559	ENSG00000186051
HGNC:11559	TALDO1			6888	NM_006755	P37837	ENSG00000177156
HGNC:11560	TALDO1P1	TALDO, TALDOP1	TAL-H	6889	NG_009424		
HGNC:25187	TAMM41	C3orf31	MGC16471, DKFZp434E0519	132001	NM_001284401	Q96BW9	ENSG00000144559
HGNC:29364	TANC1		KIAA1728, ROLSB	85461	NM_001145909	Q9C0D5	ENSG00000115183
HGNC:30212	TANC2		DKFZP564D166, FLJ10215, FLJ11824, KIAA1148, KIAA1636, rols, ROLSA	26115	NM_025185	Q9HCD6	ENSG00000170921
HGNC:25439	TANGO2	C22orf25	DKFZp761P1121	128989	NM_001283106	Q6ICL3	ENSG00000183597
HGNC:25749	TANGO6	TMCO7	FLJ12688, KIAA1746	79613	NM_024562	Q9C0B7	ENSG00000103047
HGNC:11562	TANK	TRAF2	I-TRAF	10010	NM_001199135	Q92844	ENSG00000136560
HGNC:29259	TAOK1		KIAA1361, MARKK, PSK2, MAP3K16, FLJ14314, TAO1	57551	NM_020791	Q7L7X3	ENSG00000160551
HGNC:16835	TAOK2		TAO1, KIAA0881, PSK, PSK1, TAO2, MAP3K17	9344	NM_001252043	Q9UL54	ENSG00000149930
HGNC:18133	TAOK3		JIK, DPK, MAP3K18	51347	NM_001346487	Q9H2K8	ENSG00000135090
HGNC:43	TAP1	ABCB2	PSF1, RING4, D6S114E	6890	NM_000593	Q03518	ENSG00000168394
HGNC:44	TAP2	ABCB3	PSF2, RING11, D6S217E	6891	NM_000544	Q03519	ENSG00000204267
HGNC:11566	TAPBP		TAPA	6892	NM_003190	O15533	ENSG00000231925
HGNC:30683	TAPBPL		TAPBP-R, FLJ10143, TAPBPR	55080	NM_001351355	Q9BX59	ENSG00000139192
HGNC:26887	TAPT1		FLJ90013	202018	NM_153365	Q6NXT6	ENSG00000169762
HGNC:26832	TAPT1-AS1		FLJ39653	202020	NR_027696		ENSG00000263327
HGNC:11567	TAPVR1			6893			
HGNC:11568	TARBP1		TRP-185, TRM3, TRMT3	6894	NM_005646	Q13395	ENSG00000059588
HGNC:11569	TARBP2		Trbp	6895	NM_004178	Q15633	ENSG00000139546
HGNC:11570	TARBP2P1	TARBP2P	TRBP	6896	NG_001199		
HGNC:11571	TARDBP		TDP-43, ALS10	23435	NM_007375	Q13148	ENSG00000120948
HGNC:16536	TARDBPP1	TARDBPL	bA318P23.1	643503	NG_009903		ENSG00000233402
HGNC:39848	TARDBPP2			440142	NG_005965		ENSG00000238213
HGNC:50506	TARID	EYA4-AS1		100507308	NR_109982		ENSG00000227954
HGNC:37250	TARM1			441864	NM_001135686	B6A8C7	ENSG00000248385
HGNC:11572	TARS			6897	NM_001258437	P26639	ENSG00000113407
HGNC:30740	TARS2	TARSL1	FLJ12528	80222	NM_001271895	Q9BW92	ENSG00000143374
HGNC:43712	TARS2P1			100533844	NG_028840		ENSG00000248104
HGNC:24728	TARSL2		FLJ25005	123283	NM_152334	A2RTX5	ENSG00000185418
HGNC:14448	TAS1R1	GPR70	T1R1, TR1	80835	NM_138697	Q7RTX1	ENSG00000173662
HGNC:14905	TAS1R2	GPR71	T1R2, TR2	80834	NM_152232	Q8TE23	ENSG00000179002
HGNC:15661	TAS1R3		T1R3	83756	NM_152228	Q7RTX0	ENSG00000169962
HGNC:14909	TAS2R1		T2R1, TRB7	50834	NM_019599	Q9NYW7	ENSG00000169777
HGNC:20615	TAS2R2P	TAS2R2	T2R02, T2R2	338396	NG_005302		ENSG00000203523
HGNC:14910	TAS2R3		T2R3	50831	NM_016943	Q9NYW6	ENSG00000127362
HGNC:14911	TAS2R4		T2R4	50832	NM_016944	Q9NYW5	ENSG00000127364
HGNC:14912	TAS2R5		T2R5	54429	NM_018980	Q9NYW4	ENSG00000127366
HGNC:20616	TAS2R6P	TAS2R6	T2R06, T2R6	448990	NG_004700		ENSG00000270923
HGNC:14913	TAS2R7		T2R7, TRB4	50837	NM_023919	Q9NYW3	ENSG00000121377
HGNC:14915	TAS2R8		T2R8, TRB5	50836	NM_023918	Q9NYW2	ENSG00000121314
HGNC:14917	TAS2R9		T2R9, TRB6	50835	NM_023917	Q9NYW1	ENSG00000121381
HGNC:14918	TAS2R10		T2R10, TRB2	50839	NM_023921	Q9NYW0	ENSG00000121318
HGNC:19103	TAS2R12P	TAS2R12	T2R12	266656	NG_005300		
HGNC:14919	TAS2R13		T2R13, TRB3	50838	NM_023920	Q9NYV9	ENSG00000212128
HGNC:14920	TAS2R14		T2R14, TRB1	50840	NM_023922	Q9NYV8	ENSG00000212127
HGNC:19106	TAS2R15P	TAS2R15	T2R15, PS8	266657	NG_002788		ENSG00000212125
HGNC:14921	TAS2R16		T2R16	50833	NM_016945	Q9NYV7	ENSG00000128519
HGNC:19107	TAS2R18P	TAS2R65P, TAS2R18	T2R18, TAS2R65	338414	NG_002676		
HGNC:19108	TAS2R19	TAS2R48, TAS2R23	T2R19, T2R23	259294	NM_176888	P59542	ENSG00000212124
HGNC:19109	TAS2R20	TAS2R49	T2R20, T2R56	259295	NM_176889	P59543	ENSG00000255837
HGNC:19110	TAS2R22		T2R22	266661			
HGNC:19112	TAS2R30	TAS2R47	T2R30	259293	NM_001097643	P59541	ENSG00000256188
HGNC:19113	TAS2R31	TAS2R44	T2R31, T2R53	259290	NM_176885	P59538	ENSG00000256436
HGNC:19114	TAS2R33		T2R33	266665			
HGNC:19115	TAS2R36		T2R36	266666			
HGNC:19116	TAS2R37		T2R37	266667			
HGNC:9584	TAS2R38	PTC	T2R61	5726	NM_176817	P59533	ENSG00000257138
HGNC:18886	TAS2R39			259285	NM_176881	P59534	ENSG00000236398
HGNC:18885	TAS2R40	GPR60		259286	NM_176882	P59535	ENSG00000221937
HGNC:18883	TAS2R41		T2R59	259287	NM_176883	P59536	ENSG00000221855
HGNC:18888	TAS2R42		T2R24, T2R55, hT2R55, TAS2R55	353164	NM_181429	Q7RTR8	ENSG00000186136
HGNC:18875	TAS2R43		T2R52	259289	NM_176884	P59537	ENSG00000255374
HGNC:18876	TAS2R45	GPR59	ZG24P	259291	NM_176886	P59539	
HGNC:18877	TAS2R46		T2R54	259292	NM_176887	P59540	ENSG00000226761
HGNC:18882	TAS2R50		T2R51	259296	NM_176890	P59544	ENSG00000212126
HGNC:20639	TAS2R60		T2R60	338398	NM_177437	P59551	ENSG00000185899
HGNC:20640	TAS2R62P		T2R62, TAS2R62	338399	NG_002653		ENSG00000234066
HGNC:20641	TAS2R63P			338413	NG_002675		ENSG00000256019
HGNC:20642	TAS2R64P		T2R64, T2R64P	338412	NG_002674		ENSG00000256274
HGNC:43898	TAS2R67P			448991	NG_004701		
HGNC:43905	TAS2R68P		T2R68P, PS7	100653053	NG_004699		
HGNC:15859	TASP1	C20orf13	FLJ20212, dJ585I14.2	55617	NM_001323602	Q9H6P5	ENSG00000089123
HGNC:11573	TAT			6898	NM_000353	P17735	ENSG00000198650
HGNC:51369	TAT-AS1			100132529	NR_103851		ENSG00000260886
HGNC:24220	TATDN1		CDA11	83940	NM_001146160	Q6P1N9	ENSG00000147687
HGNC:45058	TATDN1P1			728737	NG_011726		ENSG00000234369
HGNC:28988	TATDN2		KIAA0218	9797	NM_014760	Q93075	ENSG00000157014
HGNC:39254	TATDN2P1			100131103	NG_011742		ENSG00000198414
HGNC:39255	TATDN2P2			100272205	NG_011739		ENSG00000218226
HGNC:39256	TATDN2P3			100420458	NG_024898		ENSG00000235205
HGNC:27010	TATDN3			128387	NM_001042552	Q17R31	ENSG00000203705
HGNC:11575	TAX1BP1		TXBP151, CALCOCO3	8887	NM_001079864	Q86VP1	ENSG00000106052
HGNC:30684	TAX1BP3		TIP-1	30851	NM_001204698	O14907	ENSG00000213977
HGNC:11577	TAZ	CMD3A, EFE2, EFE	BTHS, XAP-2, G4.5, TAZ1	6901	NM_000116	Q16635	ENSG00000102125
HGNC:23511	TBATA	C10orf27	FLJ32820, spatial	219793	NM_001318241	Q96M53	ENSG00000166220
HGNC:11578	TBC1D1		TBC, TBC1, KIAA1108	23216	NM_001253912	Q86TI0	ENSG00000065882
HGNC:18026	TBC1D2		PARIS1, TBC1D2A, Armus	55357	NM_001267571	Q9BYX2	ENSG00000095383
HGNC:29183	TBC1D2B		KIAA1055	23102	NM_015079	Q9UPU7	ENSG00000167202
HGNC:19031	TBC1D3		TBC1D3A, DKFZp434P2235, PRC17	729873	NM_001123391	Q8IZP1	ENSG00000274611
HGNC:27011	TBC1D3B	TBC1D3I	PRC17	414059	NM_001001417	A6NDS4	ENSG00000274808
HGNC:24889	TBC1D3C		MGC44903	414060	NM_001001418	Q6IPX1	ENSG00000278299
HGNC:28944	TBC1D3D			101060389	NM_001291465	A0A087WVF3	ENSG00000274419
HGNC:27071	TBC1D3E			102723859	NM_001291466	A0A087X179	ENSG00000278599
HGNC:18257	TBC1D3F			84218	NM_032258	A6NER0	ENSG00000275954
HGNC:29860	TBC1D3G			101060321	NM_001291462	Q6DHY5	ENSG00000260287
HGNC:30708	TBC1D3H			729877	NM_001123392	P0C7X1	ENSG00000274226
HGNC:32709	TBC1D3I			102724862	NM_001291463	A0A087WXS9	ENSG00000274933
HGNC:51247	TBC1D3J			100510707	NM_001355571		ENSG00000274658
HGNC:51245	TBC1D3K			101060351	NM_001291464	A0A087X1G2	ENSG00000273513
HGNC:51246	TBC1D3L			101060376	NM_001291459	B9A6J9	ENSG00000274512
HGNC:27445	TBC1D3P1			400609	NG_046680		ENSG00000238283
HGNC:42362	TBC1D3P1-DHX40P1			653645	NR_002924		ENSG00000267104
HGNC:27783	TBC1D3P2			440452	NR_027486		ENSG00000188755
HGNC:32408	TBC1D3P3	USP6P1		653017	NG_032193		ENSG00000235203
HGNC:32409	TBC1D3P4	USP6P2		100631253	NG_029286		ENSG00000204471
HGNC:43567	TBC1D3P5			440419	NR_033892		ENSG00000266433
HGNC:43568	TBC1D3P6			101928566			ENSG00000224966
HGNC:43569	TBC1D3P7			106480773	NG_045655		ENSG00000233014
HGNC:19165	TBC1D4		KIAA0603, AS160, DKFZp779C0666	9882	NM_001286658	O60343	ENSG00000136111
HGNC:19166	TBC1D5		KIAA0210	9779	NM_001134381	Q92609	ENSG00000131374
HGNC:21066	TBC1D7		dJ257A7.3, FLJ32666	51256	NM_001143964	Q9P0N9	ENSG00000145979
HGNC:17791	TBC1D8		HBLP1, VRP, AD3, GRAMD8	11138	NM_001102426	O95759	ENSG00000204634
HGNC:52782	TBC1D8-AS1			100506286	NR_135594		ENSG00000272902
HGNC:24715	TBC1D8B		FLJ20298, RP11-321G1.1, GRAMD8B	54885	NM_017752	Q0IIM8	ENSG00000133138
HGNC:21710	TBC1D9		KIAA0882, MDR1, GRAMD9	23158	NM_015130	Q6ZT07	ENSG00000109436
HGNC:29097	TBC1D9B		KIAA0676, GRAMD9B	23061	NM_015043	Q66K14	ENSG00000197226
HGNC:23609	TBC1D10A	TBC1D10	EPI64, AC004997.C22.2	83874	NM_001204240	Q9BXI6	ENSG00000099992
HGNC:24510	TBC1D10B		DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B	26000	NM_015527	Q4KMP7	ENSG00000169221
HGNC:24702	TBC1D10C		FLJ00332, Carabin, EPI64C	374403	NM_001256508	Q8IV04	ENSG00000175463
HGNC:29082	TBC1D12		KIAA0608	23232	NM_015188	O60347	ENSG00000108239
HGNC:25571	TBC1D13		FLJ10743	54662	NM_001286772	Q9NVG8	ENSG00000107021
HGNC:29246	TBC1D14		KIAA1322	57533	NM_001113361	Q9P2M4	ENSG00000132405
HGNC:25694	TBC1D15		FLJ12085, DKFZp761D0223	64786	NM_001146213	Q8TC07	ENSG00000121749
HGNC:28356	TBC1D16		MGC25062, FLJ20748	125058	NM_001271844	Q8TBP0	ENSG00000167291
HGNC:25699	TBC1D17		FLJ12168	79735	NM_001168222	Q9HA65	ENSG00000104946
HGNC:25624	TBC1D19		FLJ11082	55296	NM_001292054	Q8N5T2	ENSG00000109680
HGNC:16133	TBC1D20	C20orf140	dJ852M4.2	128637	NM_144628	Q96BZ9	ENSG00000125875
HGNC:28536	TBC1D21		MGC34741, MgcRabGAP	161514	NM_001286434	Q8IYX1	ENSG00000167139
HGNC:1309	TBC1D22A	C22orf4		25771	NM_001284303	Q8WUA7	ENSG00000054611
HGNC:51221	TBC1D22A-AS1			642757	NR_122047		ENSG00000280080
HGNC:21602	TBC1D22B	C6orf197	FLJ20337, dJ744I24.2	55633	NM_017772	Q9NU19	ENSG00000065491
HGNC:25622	TBC1D23		FLJ11046	55773	NM_001199198	Q9NUY8	ENSG00000036054
HGNC:29203	TBC1D24	DFNB86	KIAA1171, TLDC6, DFNA65	57465	NM_001199107	Q9ULP9	ENSG00000162065
HGNC:8092	TBC1D25	OATL1		4943	NM_001348262	Q3MII6	ENSG00000068354
HGNC:28745	TBC1D26		MGC51025	353149	NM_178571	Q86UD7	ENSG00000214946
HGNC:28104	TBC1D27P	TBC1D27		96597	NR_147084		ENSG00000128438
HGNC:26858	TBC1D28		FLJ40244	254272	NM_001039397	Q2M2D7	ENSG00000189375
HGNC:24509	TBC1D29		DKFZP434O047	26083	NM_015594	Q9UFV1	ENSG00000266733
HGNC:29164	TBC1D30		KIAA0984	23329	NM_001330186	Q9Y2I9	ENSG00000111490
HGNC:30888	TBC1D31	WDR67	MGC21654, Gm85	93594	NM_001145088	Q96DN5	ENSG00000156787
HGNC:21485	TBC1D32	C6orf171, C6orf170	FLJ30899, dJ310J6.1, FLJ34235, bA57L9.1, BROMI	221322	NM_152730	Q96NH3	ENSG00000146350
HGNC:11579	TBCA			6902	NM_001297738	O75347	ENSG00000171530
HGNC:42630	TBCAP1			494540	NG_004790		ENSG00000226781
HGNC:42631	TBCAP2			494541	NG_004791		ENSG00000235829
HGNC:42632	TBCAP3			101290501	NG_033171		ENSG00000249055
HGNC:1989	TBCB	CKAP1	CG22, CKAPI	1155	NM_001281	Q99426	ENSG00000105254
HGNC:11580	TBCC		CFC	6903	NM_003192	Q15814	ENSG00000124659
HGNC:25546	TBCCD1		FLJ10560	55171	NM_001134415	Q9NVR7	ENSG00000113838
HGNC:11581	TBCD			6904	NM_005993	Q9BTW9	ENSG00000141556
HGNC:11582	TBCE	KCS, HRD	KCS1, pac2	6905	NM_001079515	Q15813	
HGNC:28115	TBCEL	LRRC35	MGC10233	219899	NM_001130047	Q5QJ74	ENSG00000154114
HGNC:28261	TBCK		MGC16169, HSPC302	93627	NM_001163435	Q8TEA7	ENSG00000145348
HGNC:11584	TBK1		NAK	29110	NM_013254	Q9UHD2	ENSG00000183735
HGNC:30140	TBKBP1		ProSAPiP2, KIAA0775	9755	NM_014726	A7MCY6	ENSG00000198933
HGNC:11585	TBL1X	TBL1	EBI	6907	NM_001139466	O60907	ENSG00000101849
HGNC:29529	TBL1XR1		IRA1, FLJ12894, TBLR1, C21, DC42	79718	NM_001321193	Q9BZK7	ENSG00000177565
HGNC:41243	TBL1XR1-AS1			100874217			ENSG00000231310
HGNC:18502	TBL1Y		TBL1	90665	NM_033284	Q9BQ87	ENSG00000092377
HGNC:23979	TBL1YP1			286555	NG_002819		ENSG00000225624
HGNC:11586	TBL2		WS-betaTRP, WBSCR13, DKFZP43N024	26608	NM_012453	Q9Y4P3	ENSG00000106638
HGNC:11587	TBL3		SAZD, UTP13	10607	NM_006453	Q12788	ENSG00000183751
HGNC:11588	TBP	GTF2D1, SCA17	TFIID	6908	NM_001172085	P20226	ENSG00000112592
HGNC:11589	TBPL1		TLP, STUD, TRF2, TLF	9519	NM_001253676	P62380	ENSG00000028839
HGNC:19841	TBPL2		TRF3, TBP2	387332	NM_199047	Q6SJ96	ENSG00000182521
HGNC:11590	TBR1			10716	NM_006593	Q16650	ENSG00000136535
HGNC:29551	TBRG1		FLJ14621, TB-5, NIAM	84897	NM_032811	Q3YBR2	ENSG00000154144
HGNC:17443	TBRG4		Cpr2, KIAA0948, H_TD2522F11.8, FASTKD4	9238	NM_001261834	Q969Z0	ENSG00000136270
HGNC:11592	TBX1	VCF	CATCH22	6899	NM_005992	O43435	ENSG00000184058
HGNC:11597	TBX2			6909	NM_005994	Q13207	ENSG00000121068
HGNC:50355	TBX2-AS1			103689912	NR_125749		ENSG00000267280
HGNC:11602	TBX3	UMS	TBX3-ISO, XHL	6926	NM_005996	O15119	ENSG00000135111
HGNC:11603	TBX4			9496	NM_001321120	P57082	ENSG00000121075
HGNC:11604	TBX5	HOS		6910	NM_000192	Q99593	ENSG00000089225
HGNC:27402	TBX5-AS1			255480	NR_038440		ENSG00000255399
HGNC:11605	TBX6			6911	NM_004608	O95947	ENSG00000149922
HGNC:11593	TBX10	TBX7	TBX13	347853	NM_005995	O75333	ENSG00000167800
HGNC:11594	TBX15	TBX14		6913	NM_001330677	Q96SF7	ENSG00000092607
HGNC:11595	TBX18			9096	NM_001080508	O95935	ENSG00000112837
HGNC:52256	TBX18-AS1			102724201	NR_125875		ENSG00000228290
HGNC:11596	TBX19		dj747L4.1, TPIT	9095	NM_005149	O60806	ENSG00000143178
HGNC:11598	TBX20			57057	NM_001077653	Q9UMR3	ENSG00000164532
HGNC:11599	TBX21		TBLYM, T-bet	30009	NM_013351	Q9UL17	ENSG00000073861
HGNC:11600	TBX22	CPX, CLPA		50945	NM_001109878	Q9Y458	ENSG00000122145
HGNC:11601	TBX23P	TBX23		57160			
HGNC:11607	TBXA1R			6914			
HGNC:11608	TBXA2R			6915	NM_001060	P21731	ENSG00000006638
HGNC:11609	TBXAS1		CYP5, CYP5A1, THAS, TXS, TXAS, TS	6916	NM_001061	P24557	ENSG00000059377
HGNC:11515	TBXT	T		6862	NM_001270484	O15178	ENSG00000164458
HGNC:19859	TC2N	C14orf47, MTAC2D1	FLJ36557, Tac2-N, C2CD1	123036	NM_001128595	Q8N9U0	ENSG00000165929
HGNC:22201	TCAF1	FAM115A	KIAA0738	9747	NM_001206938	Q9Y4C2	ENSG00000198420
HGNC:33604	TCAF1P1	FAM115B		653199	NG_008224		ENSG00000223459
HGNC:26878	TCAF2	FAM139A, FAM115C	FLJ40722, GATD9	285966	NM_001130025	A6NFQ2	ENSG00000170379
HGNC:53641	TCAF2C			100533814	NG_028894		ENSG00000283528
HGNC:33603	TCAF2P1	FAM139B, FAM115D	FLJ40722-like, TCAF2BP	653691	NR_110549		ENSG00000159860
HGNC:25241	TCAIM	C3orf23	DKFZp313N0621, TOAG-1	285343	NM_001029839	Q8N3R3	ENSG00000179152
HGNC:30707	TCAM1P	TCAM1		146771	NR_002947		ENSG00000240280
HGNC:11610	TCAP	LGMD2G	T-cap, TELE, telethonin, CMD1N	8557	NM_003673	O15273	ENSG00000173991
HGNC:11612	TCEA1	TCEA, GTF2S	SII, TF2S, TFIIS	6917	NM_006756	P23193	ENSG00000187735
HGNC:11613	TCEA1P1	GTF2SP, TCEA1P		6918	NG_001200		ENSG00000197214
HGNC:29891	TCEA1P2		TCEA1	399511	NG_003186		ENSG00000230409
HGNC:30569	TCEA1P3			340501	NG_021646		ENSG00000215165
HGNC:31091	TCEA1P4			100421350	NG_012821		ENSG00000236184
HGNC:11614	TCEA2		TFIIS	6919	NM_003195	Q15560	ENSG00000171703
HGNC:11615	TCEA3		TFIIS.H	6920	NM_003196	O75764	ENSG00000204219
HGNC:11616	TCEAL1		p21, pp21, SIIR, P21, WEX9	9338	NM_001006639	Q15170	ENSG00000172465
HGNC:29818	TCEAL2		my048, MY0876G05, WEX1	140597	NM_080390	Q9H3H9	ENSG00000184905
HGNC:28247	TCEAL3		MGC15737, WEX8	85012	NM_001006933	Q969E4	ENSG00000196507
HGNC:41191	TCEAL3-AS1			100874119			ENSG00000224031
HGNC:26121	TCEAL4		FLJ21174, WEX7	79921	NM_001006935	Q96EI5	ENSG00000133142
HGNC:39582	TCEAL4P1			100874432	NG_032322		ENSG00000223543
HGNC:22282	TCEAL5		WEX4	340543	NM_001012979	Q5H9L2	ENSG00000204065
HGNC:24553	TCEAL6		WEX2	158931	NM_001006938	Q6IPX3	ENSG00000204071
HGNC:28336	TCEAL7		MGC23947, WEX5	56849	NM_001348258	Q9BRU2	ENSG00000182916
